Patient Aadhar,Patient Name,Patient Age,Gender,Location,XOffset,YOffset,Choice,Endowment,Characteristic 1,Characteristic 2,Characteristic 3,Characteristic 4,Characteristic 5,Characteristic 6
311830162597,Sushma Barai,47,F,Orai,-4.6543,-1.8942,3,50712,3,4,3,4,3,4
386777426945,Ameya Dengere,69,M,Faizabad,1.1885,-3.1571,4,88957,1,2,1,2,1,2
945287288062,Divyanshi Mahajan,53,F,Mau,8.0074,-4.4249,3,74952,3,4,3,4,3,2
484359503362,Antara Vashishth,33,F,Ayodhya,1.5293,-0.692,3,52886,3,2,1,2,3,2
494147427524,Chamanlal Shyamlal,75,M,Varuna,9.2513,-5.9061,2,44173,1,2,3,2,1,2
970134875140,Jamal Shukla,45,M,Shahabad,2.0278,-0.9601,2,26804,1,2,3,2,3,2
337402460587,Pulkit Goswami,14,M,Barhaj,-3.6513,-5.081,4,79079,3,4,3,2,3,4
574810331912,Amol Chauhan,60,M,Kannauj,-7.1943,-8.3482,2,37273,4,3,2,1,2,3
320477937155,Khushi Dengere,12,F,Khurja,7.3503,1.2468,4,96869,4,3,4,3,2,1
809411426384,Ashish Desai,56,M,Kanpur Nagar,-8.8756,3.9361,2,35983,4,3,2,1,2,1
977881992200,Taarak Samota,72,M,Dalmau,-6.6689,4.4868,3,64421,1,2,3,2,3,4
637805217946,Ashish Shah,30,M,Shahabad,-4.2997,5.6661,1,10103,2,1,2,1,2,1
971786195360,Pranshu Dengere,19,M,Sidhauli,2.2034,2.0456,2,42871,3,4,3,4,3,2
651135696303,Sushma Rahi,34,F,Belagunj,-4.8005,-1.448,4,80684,4,3,2,1,2,3
610371678261,Utkarsh Dengere,46,M,Jhansi,-8.3358,-7.8059,1,6282,4,3,2,1,2,3
449194269271,Prajjwal Goyal,17,M,Fatehpur,0.8143,-0.1569,4,97009,4,3,4,3,4,3
609487130179,Monoj Goyal,12,M,Sarila,-4.0808,0.3576,2,42621,3,2,3,4,3,4
395613608297,Prajjwal Shah,29,M,Utaraula,-1.096,4.027,2,25882,3,4,3,2,3,4
189842118300,Sonu Barai,52,F,Tanda,-9.6634,-2.5236,3,58789,3,4,3,2,3,2
679255699029,Arpit Dengere,57,M,Meerut,8.6238,9.3962,2,39947,1,2,3,4,3,2
485814145017,Rhythm Thakur,14,M,Vrindavan,-0.5566,1.5656,2,39219,2,3,2,3,4,3
207160671198,Taarak Yadav,27,M,Jigni,0.8737,-2.8872,4,82618,3,4,3,4,3,4
763505771092,Dhriti Sinha,44,F,Dalmau,-1.8818,-3.2381,2,46716,2,1,2,3,4,3
831745552177,Nikita Gupta,16,F,Bansi,-1.3644,-6.1884,1,23805,2,3,4,3,4,3
728421691907,Bikash Garg,54,M,Rohikhand,4.8051,-4.6356,2,44603,4,3,2,1,2,1
426529631099,Parth Khandoi,35,M,Shahabad,-3.4965,-6.9082,4,86449,3,2,3,4,3,4
419585735900,Parth Chauhan,69,M,Mughal Serai,3.904,-4.2941,1,21991,2,3,4,3,2,3
841146769707,Ashish Sharma,49,M,Etah,-9.7902,4.5044,2,30616,1,2,3,2,3,4
412014056958,Divyanshi Dwivedi,27,F,Sikandara,-5.7563,-6.5505,1,7259,1,2,1,2,1,2
242446774084,Ashish Goyal,63,M,Deoband,3.8988,-0.4257,4,78288,1,2,3,2,3,4
327874602058,Aman Khan,67,M,Etawah,9.0832,7.2169,3,73067,3,2,1,2,1,2
848166079858,Khushi Goswami,73,F,Padrauna,-1.178,-4.5925,4,76609,4,3,2,3,4,3
463537310949,Janvi Sinha,61,F,Chandauli,-6.0279,9.9441,3,73795,3,2,3,4,3,4
787831441816,Arpit Biswa,13,M,Deoria,8.6506,7.7551,4,89850,1,2,1,2,1,2
360720348873,Ameya Satpathy,58,M,Ghaziabad,0.4133,2.1369,3,58366,4,3,4,3,2,1
205497911098,Pratik Basu,20,M,Muzaffarnagar,1.4081,-1.5602,2,46855,4,3,4,3,4,3
262879356132,Monoj Bajpeyi,28,M,Mau,4.8283,3.0935,4,97019,4,3,4,3,2,1
351022097188,Prakhar Satpathy,54,M,Mehndawal,-0.8671,-6.4876,1,19389,2,1,2,3,2,1
855459968202,Pratik Tyagi,57,M,Chandausi,0.023,-5.7849,4,81075,3,2,1,2,3,2
877275013915,Arpit Shyamlal,48,M,Uska,9.6636,-8.2901,1,23963,4,3,2,1,2,1
532920252582,Taarak Shah,17,M,Fatehpur,-3.3239,-3.8793,2,34036,3,2,3,4,3,2
420967627190,Adesh Bajpeyi,49,M,Jhansi,9.4044,3.5558,2,31762,3,2,1,2,1,2
708194099760,Antara Soni,58,F,Padrauna,1.8037,5.8704,4,97629,2,1,2,3,2,1
386933303055,Utkarsh Mehtele,25,M,Kheri,6.3041,2.3373,3,51138,1,2,3,2,1,2
887220543394,Abhishek Mujumdar,23,M,Amethi,5.1674,6.4878,2,25613,1,2,3,4,3,2
777545673399,Arpit Nigam,15,M,Farrukhabad,3.3403,6.7019,1,10690,3,4,3,4,3,4
272236599830,Abhik Bharti,47,M,Sikandara,-9.8807,-0.0753,2,47324,4,3,4,3,4,3
469457108148,Monoj Samota,22,M,Amroha,3.9946,8.8457,4,91192,2,1,2,3,4,3
872641281903,Arpit Sinha,21,M,Moradabad,-8.2691,-3.2632,2,31348,3,2,3,4,3,4
806669346421,Prajjwal Mehta,60,M,Kannauj,-8.1102,3.8488,1,7392,2,3,4,3,2,3
449792767515,Sushma Garg,64,F,Ghaziabad,4.1396,-5.2904,1,16615,2,3,2,1,2,1
633013566903,Jaya Dwivedi,68,F,Prayagraj,9.1341,1.7671,2,28616,3,2,1,2,3,4
537698965145,Janvi Kolte,69,F,Sarila,-1.5891,9.979,1,13445,1,2,1,2,3,4
173984195008,Vishakha Kumar,52,F,Nawabganj,2.5472,-5.8615,4,87861,1,2,3,2,3,2
506363297457,Janvi Shukla,59,F,Faizabad,-8.3237,9.4083,1,8876,4,3,2,3,2,3
613636922380,Aryan Dwivedi,18,M,Gonda,4.5311,2.8149,2,36512,4,3,4,3,4,3
370313504526,Janvi Soni,54,F,Chandauli,7.4243,-5.4906,2,29314,3,2,1,2,3,4
462825488353,Pravat Desai,60,M,Padrauna,-7.5981,7.3221,2,32613,2,3,2,3,4,3
790091890633,Mona Thakur,16,F,Saharanpur,-2.8466,3.2685,4,79590,4,3,2,3,2,3
705332438421,Bikash Kolte,15,M,Ahraura,7.2045,0.7018,4,90042,3,4,3,2,1,2
675244688209,Prajjwal Khandoi,26,M,Lalitpur,-6.8658,9.2871,1,22664,2,3,2,3,2,1
506968723190,Sushma Kumar,71,F,Mathura,0.8745,3.8189,3,58668,2,3,2,1,2,1
599477345430,Ashish Sinha,58,M,Lucknow,1.8206,-9.0171,2,32680,3,4,3,4,3,4
572033049194,Mahua Shyamlal,43,F,Bulandshahr,-2.7478,-5.6165,2,36960,3,2,1,2,1,2
341496014135,Neha Yadav,51,F,Varuna,7.9087,9.5981,2,29775,3,4,3,4,3,2
356545935980,Taarak Basu,32,M,Mirzapur,8.5574,9.9127,3,59410,4,3,4,3,2,1
259092561343,Neema Kolte,50,F,Saidpur,0.3874,-0.9219,3,55374,4,3,4,3,4,3
832986943060,Pranshu Dadwal,28,M,Ghatampur,0.1261,0.9437,2,36653,2,1,2,1,2,1
750494833033,Janhavi Chauhan,13,F,Firozabad,5.6401,2.1086,4,90137,4,3,2,3,4,3
796908229823,Mahua Dadwal,54,F,Kheri,0.7138,0.097,4,86553,1,2,1,2,1,2
270259598785,Khushi Rathod,44,F,Kheri,-7.7765,-9.8047,3,61772,2,3,4,3,4,3
491105063288,Sushma Sinha,41,F,Terai Swamp,5.1013,-4.0931,4,96298,2,3,4,3,4,3
769022027642,Monoj Dwivedi,66,M,Etah,4.803,5.1643,4,82276,4,3,4,3,2,1
805844038046,Vishakha Yadav,69,F,Fatehgarh,-9.7166,9.3857,2,25578,4,3,2,1,2,3
856253975869,Ankit Sinha,23,M,Khurja,-9.4706,-3.6934,1,20739,4,3,2,3,2,1
230546108094,Ankita Garg,19,F,Charkhari,-8.5865,-3.0734,2,31957,2,1,2,1,2,1
769567818584,Divyanshi Tomar,67,F,Barhaj,-4.7322,-2.2453,1,21071,1,2,3,2,1,2
849168356341,Divyanshi Rahi,49,F,Padrauna,1.7014,5.5103,1,13561,1,2,1,2,1,2
932029406564,Aryan Singh,55,M,Tanda,-4.7536,4.2174,4,94034,1,2,1,2,3,2
482646968122,Jamal Satpathy,27,M,Bhadohi,9.2378,-1.3064,3,66051,2,1,2,3,2,3
165097577996,Ankit Mahajan,46,M,Bareilly,-0.3102,9.7848,4,78443,4,3,2,3,4,3
636669830620,Neha Shukla,50,F,Charkhari,9.7864,-6.1073,1,5349,2,1,2,1,2,1
219899462310,Divyanshi Vashishth,44,F,Chandausi,-5.0964,5.4311,1,10248,1,2,3,4,3,2
532492924536,Abhishek Satpathy,61,M,Farrukhabad,-6.2781,-8.4648,1,24320,3,4,3,2,3,2
887184156216,Janvi Mehtele,32,F,Mahoba,2.0092,-0.0729,4,93306,3,2,3,2,1,2
945675053785,Parth Saha,42,M,Vrindavan,8.1952,6.3474,3,67505,1,2,3,2,3,4
705685722338,Rhythm Biswa,51,M,Gorakhpur,5.6619,-4.9058,3,60988,1,2,1,2,1,2
220159923786,Dhriti Kolte,36,F,Ambedkar Nagar,4.262,-3.84,1,24244,4,3,4,3,4,3
443911118780,Ameya Nigam,64,M,Rae Bareli,1.7397,6.1576,3,60547,4,3,2,3,2,1
235691782147,Ankit Goyal,49,M,Agra,-8.63,-9.5727,2,34767,4,3,4,3,4,3
717456340973,Parth Arora,75,M,Kadaura,-2.4581,-6.2267,4,78854,4,3,2,1,2,3
127242329663,Prajjwal Shyamlal,57,M,Koil Aligarh,7.7234,9.9586,4,89024,2,1,2,3,2,3
556822513381,Pulkit Satpathy,55,M,Shahabad,-3.407,2.3026,2,45368,4,3,4,3,2,3
715669718727,Neema Mahajan,37,F,Ghaziabad,7.6517,-3.0495,3,50725,2,3,2,3,4,3
765977814686,Aditya Sharma,64,M,Charkhari,-9.4964,-6.7549,2,38429,3,4,3,2,3,2
368323200941,Pratik Garg,64,M,Kannauj,9.6587,-2.1081,2,29647,1,2,1,2,3,2
224027153277,Dhairay Thakur,28,M,Mehndawal,0.2759,-5.4834,1,23702,1,2,1,2,3,2
258268051490,Taarak Mehta,23,M,Mahoba,-4.0609,9.987,4,80491,3,2,1,2,3,2
232210932069,Mona Arora,54,F,Barabanki,-7.4465,-1.049,2,47682,4,3,4,3,2,3
356282730693,Pravat Barai,14,M,Sultanpur,-7.6144,8.3044,4,96156,1,2,3,4,3,2
952979452017,Arpit Khandoi,53,M,Jalaun,-7.5376,-1.6827,3,73907,4,3,2,3,2,1
906075764005,Ankita Goyal,21,F,Jigni,9.8497,1.3647,1,23207,4,3,2,3,2,3
193995091675,Neema Khan,24,F,Hardoi,-1.3727,4.2052,2,43877,4,3,4,3,2,1
707263048339,Prakhar Thakur,69,M,Barabanki,-0.3784,-1.4588,4,78423,4,3,4,3,4,3
578557928329,Antara Goyal,38,F,Rampur,-4.4204,6.4314,2,36822,1,2,3,4,3,2
297901209397,Ankit Biswa,22,M,Sultanpur,7.2733,8.1244,4,81313,3,2,3,4,3,4
992159165700,Taarak Lodhi,54,M,Tanda,7.7035,-7.2428,4,97791,3,2,1,2,3,2
574209700577,Aryan Arora,75,M,Bindki,-4.2861,-3.9615,4,79931,2,3,4,3,2,1
593199590826,Ankit Rahi,37,M,Hathras,-3.9315,-2.2833,3,52928,3,4,3,4,3,2
789663484405,Arpit Barai,40,M,Phulpur,5.2874,9.1522,1,22077,2,3,4,3,2,3
822516989053,Arpit Rathod,14,M,Prayagraj,9.5094,9.611,4,89365,4,3,4,3,4,3
611698045632,Janvi Bansari,24,F,Budaun,9.4717,-8.9118,1,23461,4,3,4,3,4,3
156980610878,Mahima Arora,58,F,Mughal Serai,8.8133,1.4785,2,32390,2,1,2,1,2,1
861020426776,Bikash Shukla,16,M,Fatehgarh,-2.7154,-1.2247,1,6545,1,2,1,2,1,2
403055543386,Dhairay Sinha,59,M,Aligarh,3.3072,-0.3683,4,77840,2,1,2,3,4,3
480957687418,Nikita Vashishth,15,F,Amethi,-0.2432,-0.8094,4,87014,3,2,1,2,1,2
201463153192,Antara Basu,38,F,Nihasan,5.2267,-1.7915,1,23901,4,3,2,3,4,3
721269654048,Aryan Satpathy,67,M,Ghatampur,9.4823,5.4165,4,85814,4,3,4,3,2,1
672192100941,Parth Goswami,23,M,Belagunj,-5.5198,-4.8582,2,34258,1,2,1,2,1,2
133751391056,Pratik Shukla,47,M,Bahraich,-5.8482,7.3025,4,83722,3,4,3,4,3,2
946444512699,Ameya Koshta,54,M,Saidpur,8.2314,-8.294,4,88256,3,4,3,4,3,4
626478262859,Aryan Bajpeyi,63,M,Belagunj,8.3838,-3.2026,1,5874,3,2,3,4,3,4
853182473273,Dhriti Mahajan,50,F,Amethi,-1.8864,-2.7518,2,27354,1,2,3,4,3,2
171230778667,Sushma Shyamlal,69,F,Basti,-4.311,-2.2515,2,28121,4,3,4,3,2,1
258599728067,Taarak Barai,43,M,Pillbhit,-4.2457,-4.4475,4,85312,3,2,1,2,1,2
263397512105,Nikita Saha,46,F,Saharanpur,1.8182,1.3755,4,77621,2,3,2,1,2,1
450819105814,Aman Samota,57,M,Azamgarh,5.4318,-9.5301,3,69334,4,3,4,3,4,3
641406861289,Pratik Koshta,55,M,Ghazipur,4.8461,0.4141,3,58655,3,2,3,4,3,4
463388027865,Abhishek Thakur,17,M,Padrauna,-5.9257,-0.9046,4,82644,3,2,1,2,1,2
530151005156,Chamanlal Dwivedi,43,M,Varuna,2.9763,1.3461,4,99765,2,3,4,3,2,1
566743933007,Neha Mehtele,59,F,Barhaj,-7.0321,-5.3028,1,17241,4,3,2,1,2,1
748245148601,Taarak Singh,69,M,Varuna,1.2283,2.7914,4,96449,4,3,2,1,2,3
121618413968,Ameya Mehta,57,M,Mirzapur,7.5918,-7.4759,1,14719,1,2,1,2,1,2
527519950810,Pratik Thakur,39,M,Lakhimpur Kheri,0.3437,6.998,4,85388,1,2,3,4,3,4
425123439978,Abhik Goswami,22,M,Lalitpur,-1.3684,2.2491,2,46336,3,4,3,4,3,4
783429972710,Sonu Tomar,67,F,Mau,8.2758,3.823,2,46810,3,4,3,4,3,2
664994691437,Chamanlal Garg,47,M,Ghatampur,-0.5365,1.7265,1,5458,3,4,3,4,3,2
857284750105,Ashish Tyagi,61,M,Kannauj,2.2715,-0.3218,2,44613,4,3,4,3,4,3
119810544535,Janhavi Kumar,74,F,Rae Bareli,-9.5588,6.2374,4,84480,3,4,3,4,3,2
165217001477,Adesh Upadhyay,45,M,Nawabganj,-3.3716,4.3164,1,24988,2,1,2,1,2,1
999933738187,Sonu Rathod,49,F,Barabanki,-4.8485,-7.7097,4,82362,4,3,2,1,2,3
596286762320,Utkarsh Sharma,55,M,Muzaffarnagar,4.4247,9.6263,4,75150,3,4,3,2,1,2
233137743976,Ankita Dadwal,43,F,Mughal Serai,9.5856,4.0824,2,25462,1,2,1,2,3,2
356934285060,Dhriti Kumar,54,F,Bansi,6.3735,-5.1099,2,37636,1,2,3,2,3,4
450742180565,Antara Satpathy,34,F,Charkhari,-1.5497,-1.7332,1,22846,2,3,2,1,2,3
319402431950,Devraj Arora,63,M,Tanda,1.6462,1.8478,3,61861,1,2,1,2,1,2
117451762097,Amol Mehtele,28,M,Saidpur,9.2208,-6.7631,2,37121,4,3,2,3,2,1
938389280033,Aryan Garg,41,M,Sambhal,-2.8979,8.9793,4,94228,1,2,3,2,3,2
882472881013,Taarak Shyamlal,37,M,Banda,-5.4463,8.1635,4,98890,1,2,3,4,3,4
130816339765,Janhavi Khandoi,30,F,Mirzapur,0.4365,-7.8449,4,90456,4,3,2,3,2,3
489819738450,Pravat Rahi,48,M,Padrauna,-6.9301,7.312,4,96025,3,2,3,2,3,4
400415341877,Prajjwal Arora,20,M,Ghaghara R.,6.4051,7.5697,1,20335,2,1,2,3,2,3
547302549321,Nikita Sharma,72,F,Tanda,8.381,1.0546,2,25073,4,3,4,3,4,3
936678792942,Amol Dengere,62,M,Saharanpur,5.7006,0.97,2,37683,3,2,1,2,1,2
782500887211,Mahima Rathod,48,F,Dalmau,4.2227,-8.2904,2,36283,3,2,3,4,3,2
615139350413,Janhavi Shyamlal,59,F,Kanpur Nagar,-7.3178,7.7071,2,27051,2,3,2,3,2,1
833575484106,Aditya Goswami,20,M,Gorakhpur,-8.0188,4.612,3,73204,2,1,2,3,4,3
554288747452,Prakhar Vashishth,23,M,Rae Bareli,-2.0873,-4.815,3,70721,4,3,4,3,2,1
779882869956,Neema Rathod,64,F,Banda,3.7195,9.8162,4,81902,2,1,2,3,4,3
360029249673,Khushi Thakur,56,F,Mirzapur,8.6412,-3.6927,2,27207,2,3,2,3,2,3
563231507188,Monoj Khan,55,M,Lalitpur,-6.8366,-3.0751,4,83466,4,3,4,3,4,3
996106188526,Neha Patri,34,F,Ambedkar Nagar,5.3,2.8567,3,65024,4,3,4,3,4,3
566445771217,Ankit Dengere,38,M,Bulandshahr,2.3951,4.386,2,29024,2,3,2,1,2,1
457664402434,Prakhar Rahi,48,M,Tanda,-2.5306,3.9903,4,76565,2,3,4,3,2,1
442450070899,Dhriti Barai,40,F,Mau,-2.7789,-9.6084,2,26155,1,2,1,2,3,4
438762963543,Jamal Dwivedi,25,M,Deoria,9.9853,4.4358,3,53668,1,2,3,4,3,4
203444632370,Pratik Mehtele,26,M,Orai,4.3166,3.6374,4,90531,2,1,2,3,4,3
920701412003,Sonu Khandoi,75,F,Jigni,8.5741,-0.8472,2,34182,4,3,2,1,2,3
213028486344,Sonu Upadhyay,34,F,Saharanpur,0.2714,-9.368,1,13163,1,2,3,4,3,4
601066786018,Neha Bharti,23,F,Amroha,8.5267,-7.3458,1,12316,2,1,2,1,2,1
837314236148,Pranshu Gupta,59,M,Jalalpur,-7.9688,8.3997,4,85002,4,3,2,3,2,3
360093229080,Aryan Patri,43,M,Shahabad,-6.2291,9.0119,1,13330,3,4,3,4,3,2
589229560947,Janhavi Mehtele,25,F,Banda,8.4161,0.235,4,89616,2,3,2,1,2,1
485792915790,Dhairay Samota,38,M,Etawah,8.1188,7.3225,2,38244,1,2,1,2,1,2
695610468575,Jamal Thakur,27,M,Phulpur,-7.3084,-6.0813,1,13287,1,2,1,2,3,4
660943050125,Divyanshi Bharti,29,F,Fatehgarh,-2.7771,-6.0248,3,69276,4,3,2,3,4,3
657226511319,Pratik Tomar,40,M,Kannauj,-0.8691,0.432,4,85225,2,1,2,1,2,1
566389466069,Pravat Shukla,50,M,Shahabad,-7.3724,8.8563,2,25483,1,2,3,2,3,2
885443604957,Abhishek Goyal,22,M,Shahjahanpur,4.5881,-7.6528,1,23523,4,3,4,3,2,3
982778444475,Parth Tomar,63,M,Koil Aligarh,-9.7498,-2.927,3,73184,2,3,2,3,2,3
839108859799,Mona Bajpeyi,20,F,Ghaghara R.,8.9943,-7.8338,1,20012,1,2,1,2,3,4
585804533413,Aman Mahajan,12,M,Etawah,0.5903,-0.8699,4,90459,4,3,4,3,2,1
693016374498,Parth Nigam,15,M,Moradabad,2.5567,7.4261,1,19809,3,2,3,4,3,4
482789195522,Pulkit Mehta,64,M,Mainpuri,-2.396,-6.1414,4,75527,1,2,3,2,1,2
218290429736,Sushma Upadhyay,52,F,Vrindavan,5.4083,-3.5237,4,90933,4,3,4,3,2,1
397276392854,Mahua Koshta,49,F,Shahabad,-8.1256,-5.6666,2,47786,4,3,2,1,2,3
355060819411,Ankit Desai,65,M,Tanda,-1.9781,5.3233,1,16782,2,1,2,1,2,1
636952193601,Nikita Patri,51,F,Jhansi,5.8206,-5.5792,1,18040,4,3,4,3,2,3
178311031305,Pranshu Soni,40,M,Banda,-2.3971,3.9592,4,84651,1,2,1,2,3,2
759325210762,Bikash Mehtele,40,M,Kamasin,6.9033,5.2578,1,16832,1,2,3,2,1,2
211374458882,Jamal Mehtele,13,M,Charkhari,-0.0284,-9.0416,4,87139,2,3,4,3,4,3
731493846978,Pranshu Bharti,32,M,Sikandara,-3.5874,-5.7282,3,58104,1,2,3,4,3,2
732002925609,Ashish Kumar,73,M,Varuna,5.7252,2.8312,3,65650,2,1,2,3,2,1
407798781349,Aryan Desai,66,M,Sultanpur,0.9536,8.021,1,24373,4,3,4,3,2,1
730573771475,Amol Vashishth,32,M,Farrukhabad,-1.5033,4.6235,1,11176,2,1,2,3,4,3
455296621617,Aditya Soni,12,M,Hathras,9.6,-5.6622,4,81025,4,3,2,1,2,1
951839621439,Dhairay Rahi,60,M,Hamirpur,3.5641,-3.4927,2,38099,4,3,4,3,2,3
114875481612,Khushi Samota,18,F,Terai Swamp,-4.5997,6.3104,4,90155,3,2,1,2,1,2
526247477062,Vishakha Khan,59,F,Dalmau,-3.5454,6.5663,2,29600,2,3,2,1,2,1
220169671370,Ankit Tyagi,67,M,Saidpur,1.4554,-2.8417,2,33922,4,3,2,1,2,3
918729741218,Neha Dadwal,50,F,Lucknow,-6.5578,9.5313,1,9347,1,2,1,2,1,2
636583499480,Abhik Goyal,24,M,Hamirpur,-2.6309,-5.5946,2,42228,4,3,4,3,4,3
715449020328,Mona Goyal,37,F,Shahabad,-6.9574,-5.0971,1,10960,4,3,4,3,2,1
444328419969,Rhitwik Singh,43,M,Ballia,-6.5996,-4.434,4,96415,2,1,2,1,2,1
525478273578,Ashish Arora,41,M,Ghaziabad,-8.5889,3.2604,4,77246,4,3,2,1,2,1
625798279121,Rhitwik Khan,34,M,Amroha,-0.9932,0.0763,2,39291,2,3,4,3,2,3
127061879034,Ishita Bharti,42,F,Tanda,-0.6679,-3.444,2,28683,4,3,2,1,2,1
236556877820,Monoj Mehtele,21,M,Kanpur Nagar,2.8788,5.6416,3,50761,4,3,2,3,2,1
980348237249,Abhik Chauhan,26,M,Etawah,0.2596,6.2823,2,32292,4,3,4,3,4,3
886906653210,Abhishek Bharti,20,M,Mahoba,-1.9537,2.2291,3,60218,4,3,4,3,2,1
631974494086,Pranshu Satpathy,13,M,Deoband,-3.4543,4.3296,3,63721,2,1,2,3,4,3
854062729833,Mona Biswa,21,F,Moradabad,-4.6668,2.2728,2,37097,2,1,2,3,4,3
690458905960,Ankita Arora,34,F,Kanpur,0.7877,-3.3035,1,11107,1,2,3,2,1,2
360251851030,Aman Mehta,23,M,Bahraich,9.0402,-5.7728,2,31982,3,4,3,2,1,2
429841697208,Mona Shah,57,F,Aligarh,-0.0071,-2.9842,3,62571,2,3,2,3,2,1
447054661582,Dhairay Goswami,59,M,Hapur,3.9603,6.4146,2,35169,2,3,2,3,2,1
675893313775,Amol Kumar,12,M,Etawah,-8.4693,-4.3589,3,69394,2,1,2,1,2,1
808790803498,Taarak Patri,42,M,Bansi,5.9418,-4.1595,3,66756,1,2,3,4,3,2
802864585464,Abhik Tyagi,35,M,Bansi,5.3223,-7.2636,1,5788,2,1,2,3,2,1
667456494120,Jamal Tomar,71,M,Saharanpur,-1.5654,6.3691,4,82206,3,4,3,4,3,4
163053414924,Jaya Soni,40,F,Mahoba,7.8228,5.535,2,45291,4,3,4,3,2,3
866521938037,Nikita Sinha,44,F,Lalitpur,9.6716,-1.7234,3,64279,2,3,2,1,2,1
670047291795,Mona Saha,26,F,Sambhal,9.7071,9.2831,4,97481,1,2,1,2,3,4
998432503395,Prajjwal Bajpeyi,36,M,Pratapgarh,0.1701,-5.938,2,32291,3,4,3,4,3,4
422912233261,Bikash Chauhan,19,M,Uska,8.4255,-4.1413,2,35068,3,4,3,2,3,4
375769292270,Khushi Sinha,56,F,Vrindavan,-9.4155,-5.6506,4,78263,3,4,3,4,3,4
847995150877,Adesh Satpathy,44,M,Sultanpur,8.1357,-9.0219,2,36030,1,2,1,2,3,2
415662009155,Abhishek Dadwal,74,M,Sultanpur,-5.3061,-2.4924,3,50158,3,2,1,2,3,2
483425035289,Ameya Saha,46,M,Nanpapa,-4.7497,-0.6664,4,76455,2,1,2,1,2,3
238137293832,Neema Mujumdar,52,F,Varanasi,-7.2826,0.201,3,64027,4,3,2,3,4,3
754521483960,Pravat Garg,25,M,Sikandara,1.3382,-2.1813,1,18895,4,3,2,1,2,1
456788076749,Sushma Lodhi,35,F,Agra,1.1209,-6.0119,4,81788,1,2,1,2,3,4
183573575644,Nikita Shyamlal,73,F,Terai Swamp,-4.9838,7.165,1,5657,4,3,2,3,4,3
740472309455,Khushi Rahi,27,F,Fatehpur,7.1205,-6.5907,4,85319,3,4,3,4,3,4
212144993225,Prajjwal Upadhyay,63,M,Ghatampur,4.732,-5.0597,2,34128,3,4,3,2,1,2
616892647692,Sushma Khandoi,69,F,Tanda,-1.1547,-3.9739,3,62124,4,3,4,3,2,3
579523973239,Parth Mahajan,64,M,Padrauna,-3.9948,-6.6736,4,98541,4,3,2,3,4,3
498678252463,Ankita Saha,68,F,Fatehpur,-8.7951,-8.4365,2,38521,3,2,3,2,3,4
811822186769,Sonu Rahi,51,F,Utaraula,-3.149,4.6109,4,76592,1,2,3,2,1,2
553756157667,Prakhar Tomar,59,M,Ghaghara R.,-8.6196,4.2887,2,43972,3,2,3,4,3,4
623820595322,Neha Upadhyay,19,F,Rae Bareli,-2.3199,-4.8932,4,96916,3,4,3,4,3,4
894772571686,Khushi Saha,18,F,Azamgarh,-1.5516,7.5695,2,42294,3,2,3,4,3,2
376214827701,Aman Goswami,65,M,Gorakhpur,-2.9613,-7.5977,2,38117,4,3,4,3,4,3
778959329865,Ankita Satpathy,67,F,Sambhal,6.9589,2.3733,2,41083,1,2,1,2,1,2
238488294686,Jamal Barai,39,M,Pratapgarh,3.5302,-8.6754,2,41396,1,2,3,2,3,2
774763541236,Antara Yadav,19,F,Bindki,-7.0079,-2.9273,3,74212,3,2,1,2,3,2
643506338883,Dhairay Shyamlal,52,M,Basti,-8.8091,0.8014,4,95841,3,4,3,4,3,4
153236842602,Prajjwal Basu,35,M,Ghazipur,-9.5054,-5.5508,4,79217,3,4,3,2,3,2
902173102829,Neema Vashishth,29,F,Utaraula,0.78,3.5899,1,19515,4,3,4,3,2,3
224225377015,Divyanshi Gupta,16,F,Jhansi,5.7716,-6.821,4,93717,4,3,2,3,2,3
117804990257,Aryan Mujumdar,32,M,Agra,7.6519,-8.1793,3,55605,3,4,3,2,1,2
401536403107,Neema Tomar,57,F,Hamirpur,2.1125,-6.6932,4,97489,1,2,3,4,3,4
952281293321,Pratik Rathod,18,M,Mainpuri,-9.1571,-1.5068,1,21746,2,3,4,3,4,3
130394440299,Chamanlal Dadwal,64,M,Basti,-5.1907,-1.825,1,12757,4,3,2,1,2,3
104416186873,Mahima Mahajan,73,F,Nanpapa,1.4506,-3.8915,2,31446,4,3,2,3,2,1
824200894983,Dhairay Saha,41,M,Sambhal,-3.9986,-8.7097,3,67906,4,3,4,3,2,1
231865418920,Sushma Yadav,48,F,Shahjahanpur,-9.9221,7.7315,3,74729,4,3,2,3,2,1
580692846378,Sonu Shah,74,F,Sultanpur,-5.7627,2.9165,4,96628,4,3,4,3,4,3
947192154144,Pranshu Khan,73,M,Vrindavan,9.6649,4.1417,4,84682,2,3,4,3,4,3
469397272018,Amol Mahajan,37,M,Jigni,5.0563,-5.9602,3,73316,1,2,3,4,3,2
376728773169,Jaya Samota,53,F,Kanpur Nagar,-2.5622,2.1289,1,9838,1,2,1,2,3,2
436865897859,Ashish Patri,49,M,Unnao,5.5956,2.701,2,36899,1,2,3,2,3,4
943030289554,Khushi Soni,35,F,Kannauj,3.8603,7.5727,4,95658,3,4,3,4,3,2
419895978953,Pratik Upadhyay,26,M,Gonda,-0.4582,-5.7901,3,66621,2,1,2,1,2,3
